Family,Genus,Sp1,TaxStat,Accepted,Ecology
Asparagaceae,Asparagus,sekukuniensis,Accepted,,Indigenous; Endemic
Penaeaceae,Brachysiphon,microphyllus,Accepted,,Indigenous; Endemic
Amaryllidaceae,Haemanthus,insignis,Synonym,Scadoxus puniceus (L.) Friis & Nordal,Indigenous
Fabaceae,Gelrebia,rostrata,Accepted,,Indigenous
Fabaceae,Sesbania,macrantha,Inclusive,,Indigenous
Asteraceae,Pteronia,foleyi,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloe,micracantha,Accepted,,Indigenous; Endemic
Aizoaceae,Drosanthemum,uniondalense,Accepted,,Indigenous; Endemic
Convolvulaceae,Cuscuta,suaveolens,Accepted,,Not indigenous; Naturalised; Invasive
Orobanchaceae,Graderia,scabra,Accepted,,Indigenous
Apocynaceae,Stapelia,atrata,Synonym,Orbea variegata (L.) Haw.,Indigenous
Acanthaceae,Ruttya,ovata,Accepted,,Indigenous
Orchidaceae,Didymoplexis,verrucosa,Accepted,,Indigenous; Endemic
Aizoaceae,Oscularia,copiosa,Accepted,,Indigenous; Endemic
Rubiaceae,Galium,rourkei,Accepted,,Indigenous; Endemic
Brassicaceae,Lepidium,africanum,Accepted,,Indigenous
Lobeliaceae,Cyphia,heterophylla,Accepted,,Indigenous; Endemic
Fabaceae,Kotschya,parvifolia,Accepted,,Indigenous
Asphodelaceae,Aloe,tenuior,Synonym,Aloiampelos tenuior (Haw.) Klopper & Gideon F.Sm.,Indigenous
Fabaceae,Rhynchosia,unifoliolata,Synonym,Rhynchosia totta (Thunb.) DC. var. totta,Indigenous
Cyperaceae,Ficinia,crinita,Accepted,,Indigenous; Endemic
Fabaceae,Otholobium,bracteolatum,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,cardamines,Synonym,Cyphia incisa (Thunb.) Willd.,Indigenous
Stereophyllaceae,Entodontopsis,nitens,Accepted,,Indigenous
Santalaceae,Viscum,capense,Accepted,,Indigenous
Oliniaceae,Olinia,radiata,Accepted,,Indigenous; Endemic
Asteraceae,Euryops,latifolius,Accepted,,Indigenous; Endemic
Brassicaceae,Heliophila,pendula,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,cooperi,Accepted,,Indigenous; Endemic
Geraniaceae,Pelargonium,moniliforme,Accepted,,Indigenous; Endemic
Asphodelaceae,Gasteria,croucheri,Accepted,,Indigenous
Brachytheciaceae,Rhynchostegiella,sp.,Genus level,,
Iridaceae,Hexaglottis,nana,Synonym,Moraea nana (L.Bolus) Goldblatt & J.C.Manning,Present
Proteaceae,Serruria,collina,Accepted,,Indigenous; Endemic
Acanthaceae,Monechma,angustifolium,Synonym,Justicia bracteata (Hochst.) Zarb,Indigenous
Fabaceae,Crotalaria,barkae,Inclusive,,Indigenous
Geraniaceae,Pelargonium,caroli-henrici,Accepted,,Indigenous; Endemic
Asteraceae,Chrysanthemum,leucanthemum,Synonym,Leucanthemum vulgare Lam.,Not indigenous; Naturalised
Dryopteridaceae,Polystichum,wilsonii,Synonym,Polystichum sinense (Christ) Christ,Indigenous
Amaryllidaceae,Bokkeveldia,watermeyeri,Synonym,Strumaria watermeyeri L.Bolus,Indigenous
Cactaceae,Austrocylindropuntia,vestita,Accepted,,Not indigenous; Cultivated; Naturalised
Fabaceae,Otholobium,racemosum,Accepted,,Indigenous; Endemic
Ericaceae,Erica,parviflora,Accepted,,Indigenous; Endemic
Podocarpaceae,Podocarpus,meyerianus,Synonym,Afrocarpus falcatus (Thunb.) C.N.Page,
Poaceae,Capeochloa,cincta,Accepted,,Indigenous
Asparagaceae,Myrsiphyllum,multituberosum,Synonym,Asparagus multituberosus R.A.Dyer,Present
Aizoaceae,Ruschia,dekenahii,Synonym,Antimima dekenahi (N.E.Br.) H.E.K.Hartmann,Present
Orchidaceae,Mystacidium,gracile,Accepted,,Indigenous
Aizoaceae,Tetragonia,fruticosa,Accepted,,Indigenous
Bryaceae,Brachymenium,pulchrum,Accepted,,Indigenous
Fabaceae,Rhynchosia,longiflora,Synonym,Rhynchosia totta (Thunb.) DC. var. rigidula (DC.) Moteetee & M.M.le Roux,Indigenous
Martyniaceae,Proboscidea,louisianica,Accepted,,Not indigenous; Naturalised
Oxalidaceae,Oxalis,laxiuscula,Accepted,,Indigenous
Scrophulariaceae,Selago,mucronata,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,subsphaerica,Accepted,,Indigenous; Endemic
Asteraceae,Erigeron,sumatrensis,Accepted,,Not indigenous; Naturalised; Invasive
Hypericaceae,Hypericum,revolutum,Accepted,,Indigenous
Fabaceae,Eriosema,parviflorum,Inclusive,,Indigenous
Poaceae,Sporobolus,rangei,Accepted,,Indigenous
Apocynaceae,Huernia,decemdentata,Synonym,Huernia barbata (Masson) Haw. subsp. barbata,Present
Ericaceae,Erica,dissimulans,Accepted,,Indigenous
Apocynaceae,Quaqua,parviflora,Synonym,Quaqua bayeriana (Bruyns) Plowes,Indigenous
Asteraceae,Felicia,tenella,Inclusive,,Indigenous
Poaceae,Pentameris,dentata,Accepted,,Indigenous
Anacardiaceae,Rhus,engleri,Synonym,Searsia engleri (Britten) Moffett,Indigenous; Endemic
Lobeliaceae,Lobelia,comosa,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,complanata,Accepted,,Indigenous; Endemic
Rutaceae,Oricia,sp.,Genus level,,
Molluginaceae,Pharnaceum,ciliare,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,ardisiandroides,Accepted,,Indigenous; Endemic
Aizoaceae,Khadia,alticola,Accepted,,Indigenous; Endemic
Brassicaceae,Heliophila,subulata,Superfluous,,Indigenous; Endemic
Aizoaceae,Phyllobolus,trichotomus,Synonym,Mesembryanthemum trichotomum Thunb.,Indigenous; Endemic
Apocynaceae,Trichocaulon,marlothii,Synonym,Larryleachia marlothii (N.E.Br.) Plowes,Present
Poaceae,Geochloa,decora,Accepted,,Indigenous; Endemic
Apocynaceae,Ceropegia,luteiflora,Accepted,,Indigenous; Endemic
Malvaceae,Cola,greenwayi,Accepted,,Indigenous
Fabaceae,Rafnia,schlechteriana,Accepted,,Indigenous; Endemic
Iridaceae,Hesperantha,muirii,Accepted,,Indigenous; Endemic
Proteaceae,Leucadendron,pillansii,Synonym,Leucadendron pubescens R.Br.,Indigenous
Apiaceae,Peucedanum,capense,Synonym,Notobubon laevigatum (Aiton) Magee,Indigenous
Iridaceae,Waitzia,concolor,Synonym,Ixia paniculata D.Delaroche,Indigenous
Fabaceae,Acacia,stuhlmannii,Synonym,Vachellia stuhlmannii (Taub.) Kyal. & Boatwr.,Indigenous
Lobeliaceae,Lobelia,digitata,Synonym,Cyphia bulbosa (L.) P.J.Bergius,Indigenous
Asteraceae,Othonna,pygmaea,Accepted,,Indigenous; Endemic
Acanthaceae,Monechma,spissum,Synonym,Justicia divaricata Licht. ex Roem. & Schult.,
Dicranaceae,Leucoloma,chrysobasilare,Accepted,,Indigenous
Cucurbitaceae,Kedrostis,capensis,Accepted,,Indigenous
Amaryllidaceae,Bokkeveldia,watermeyeri,Synonym,Strumaria watermeyeri L.Bolus subsp. botterkloofensis (D.Mull.-Doblies & U.Mull.-Doblies) Snijman,Indigenous
Ericaceae,Erica,tenuifolia,Accepted,,Indigenous; Endemic
Asteraceae,Trichogyne,paronychioides,Synonym,Ifloga paronychioides (DC.) Fenzl,Indigenous
Apocynaceae,Apocynum,cordatum,Synonym,Vincetoxicum cordatum (R.Br. ex Schult.) Meve & Liede,Indigenous
Apocynaceae,Pentarrhinum,abyssinicum,Inclusive,,Indigenous
Moraceae,Ficus,phillipsii,Synonym,Ficus burkei (Miq.) Miq.,Present
Aizoaceae,Aridaria,barkerae,Synonym,Mesembryanthemum noctiflorum L. subsp. defoliatum (Haw.) Klak,Present
Apiaceae,Annesorhiza,wilmsii,Accepted,,Indigenous
Aizoaceae,Delosperma,kofleri,Accepted,,Indigenous
Campanulaceae,Wahlenbergia,pauciflora,Accepted,,Indigenous; Endemic
Crassulaceae,Crassula,umbellata,Accepted,,Indigenous; Endemic
Oxalidaceae,Oxalis,canaliculata,Accepted,,Indigenous; Endemic
Orchidaceae,Schizochilus,lilacinus,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloidendron,pillansii,Accepted,,Indigenous; Near-endemic
Rubiaceae,Pentanisia,prunelloides,Accepted,,Indigenous
Orchidaceae,Disperis,macowanii,Accepted,,Indigenous
Boraginaceae,Heliotropium,curassavicum,Accepted,,Not indigenous; Naturalised
Lobeliaceae,Monopsis,laevicaulis,Synonym,Monopsis unidentata (W.T.Aiton) E.Wimm. subsp. laevicaulis (C.Presl) Phillipson,Indigenous
Cucurbitaceae,Cucumis,hirsutus,Accepted,,Indigenous
Poaceae,Panicum,hygrocharis,Accepted,,Indigenous
Fabaceae,Amphithalea,intermedia,Accepted,,Indigenous; Endemic
Oxalidaceae,Oxalis,inconspicua,Accepted,,Indigenous; Endemic
Fabaceae,Acacia,dealbata,Accepted,,Not indigenous; Naturalised; Invasive
Euphorbiaceae,Euphorbia,susannae,Accepted,,Indigenous; Endemic
Santalaceae,Thesium,angulosum,Accepted,,Indigenous; Endemic
Fabaceae,Buchenroedera,viminea,Synonym,Lotononis viminea (E.Mey.) B.-E.van Wyk,Indigenous
Thymelaeaceae,Passerina,falcifolia,Accepted,,Indigenous; Endemic
Amaryllidaceae,Nerine,curvifolia,Synonym,Nerine sarniensis (L.) Herb.,Indigenous
Poaceae,Sporobolus,fourcadei,Accepted,,Indigenous; Endemic
Fabaceae,Tephrosia,uniflora,Accepted,,Indigenous
Acanthaceae,Justicia,aconitiflora,Accepted,,Indigenous
Fabaceae,Crotalaria,vasculosa,Accepted,,Indigenous
Solanaceae,Solanum,tettense,Synonym,Solanum tettense Klotzsch,Indigenous
Apocynaceae,Stapelia,caespitosa,Synonym,Duvalia caespitosa (Masson) Haw. subsp. caespitosa,Present
Asteraceae,Helichrysum,foetidum,Inclusive,,Indigenous
Rutaceae,Agathosma,affinis,Accepted,,Indigenous; Endemic
Amaryllidaceae,Cyrtanthus,contractus,Accepted,,Indigenous
Campanulaceae,Rhigiophyllum,squarrosum,Accepted,,Indigenous; Endemic
Cyperaceae,Cyperus,rigidifolius,Accepted,,Indigenous
Cyperaceae,Ascolepis,capensis,Accepted,,Indigenous
Hyacinthaceae,Ornithogalum,dolichopharynx,Accepted,,Indigenous; Endemic
Aizoaceae,Mesembryanthemum,amplectens,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,muricatus,Accepted,,Indigenous; Endemic
Celastraceae,Hippocratea,schlechteri,Synonym,Pristimera peglerae (Loes.) R.H.Archer,Indigenous
Pottiaceae,Streptopogon,erythrodontus,Synonym,Streptopogon erythrodontus (Taylor) Wilson ex Mett.,Present
Scrophulariaceae,Diascia,cordata,Accepted,,Indigenous
Rubiaceae,Galium,amatymbicum,Accepted,,Indigenous; Endemic
Asteraceae,Felicia,douglasii,Accepted,,Indigenous; Endemic
Aizoaceae,Lampranthus,tegens,Accepted,,Indigenous; Endemic
Fabaceae,Wiborgia,leptoptera,Accepted,,Indigenous; Endemic
Crassulaceae,Tylecodon,petrophilus,Accepted,,Indigenous; Endemic
Aizoaceae,Plinthus,arenarius,Accepted,,Indigenous
Fabaceae,Aspalathus,securifolia,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,mischocarpa,Accepted,,Indigenous; Endemic
Poaceae,Acroceras,sp.,Genus level,,
Colchicaceae,Colchicum,capense,Accepted,,Indigenous; Endemic
Iridaceae,Dierama,robustum,Accepted,,Indigenous
Fabaceae,Rafnia,opposita,Synonym,Rafnia capensis (L.) Schinz subsp. capensis,Indigenous
Hypoxidaceae,Pauridia,flaccida,Accepted,,Indigenous; Endemic
Aizoaceae,Sphalmanthus,lignescens,Synonym,Mesembryanthemum lignescens (L.Bolus) Klak,Indigenous
Euphorbiaceae,Euphorbia,peltigera,Synonym,Euphorbia hamata (Haw.) Sweet,Indigenous
Amaranthaceae,Cyathula,globulifera,Synonym,Cyathula uncinulata (Schrad.) Schinz,
Myrtaceae,Eugenia,woodii,Accepted,,Indigenous
Apiaceae,Annesorhiza,flagellifolia,Accepted,,Indigenous; Endemic
Poaceae,Polypogon,minutiflorus,Synonym,Polypogon griquensis (Stapf) Gibbs Russ. & Fish,Indigenous
Apocynaceae,Stapelia,hirsuta,Accepted,,Indigenous; Endemic
Amaranthaceae,Pupalia,natalensis,Synonym,Cyathula natalensis Sond.,
Bruniaceae,Berzelia,arachnoidea,Accepted,,Indigenous; Endemic
Acanthaceae,Barleria,crossandriformis,Accepted,,Indigenous
Fabaceae,Coelidium,muraltioides,Synonym,Amphithalea muraltioides (Benth.) A.L.Schutte,Indigenous
Rutaceae,Adenandra,humilis,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,nortieri,Accepted,,Indigenous; Endemic
Polygalaceae,Muraltia,rigida,Accepted,,Indigenous; Endemic
Urticaceae,Didymodoxa,capensis,Accepted,,Indigenous; Endemic
Cleomaceae,Cleome,oxyphylla,Accepted,,Indigenous; Endemic
Ericaceae,Erica,acuta,Inclusive,,Indigenous
Bartramiaceae,Philonotis,dregeana,Accepted,,Indigenous
Iridaceae,Tritonia,flabellifolia,Accepted,,Indigenous; Endemic
Ruscaceae,Eriospermum,elatum,Synonym,Eriospermum abyssinicum Baker,
Poaceae,Ehrharta,eburnea,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,virella,Synonym,Haworthia decipiens Poelln. var. virella M.B.Bayer,Indigenous; Endemic
Apocynaceae,Pachycarpus,plicatus,Accepted,,Indigenous; Endemic
Piperaceae,Peperomia,blanda,Accepted,,Indigenous
Rubiaceae,Anthospermum,galioides,Accepted,,Indigenous; Endemic
Fabaceae,Eriosema,lucipetum,Accepted,,Indigenous
Aizoaceae,Mesembryanthemum,holense,Accepted,,Indigenous; Endemic
Proteaceae,Protea,cryophila,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloe,pumila,Synonym,Haworthia arachnoidea (L.) Duval var. arachnoidea,Indigenous
Apiaceae,Centella,tridentata,Accepted,,Indigenous; Endemic
Crassulaceae,Cotyledon,woodii,Accepted,,Indigenous; Endemic
Fabaceae,Dolichos,ficifolius,Synonym,Neorautanenia ficifolia (Benth.) C.A.Sm.,Indigenous
Asteraceae,Berkheya,chamaepeuce,Accepted,,Indigenous
Hyacinthaceae,Neobakeria,visserae,Synonym,Massonia dregei Baker,Indigenous
Fabaceae,Acacia,baileyana,Accepted,,Not indigenous; Naturalised; Invasive
Orobanchaceae,Harveya,hirtiflora,Synonym,Harveya bolusii Kuntze,Indigenous; Endemic
Brassicaceae,Thlaspeocarpa,capensis,Synonym,Heliophila suborbicularis Al-Shehbaz & Mumm.,Indigenous
Asparagaceae,Asparagus,flavicaulis,Accepted,,Indigenous; Endemic
Cyperaceae,Tetraria,involucrata,Accepted,,Indigenous; Endemic
Scrophulariaceae,Selago,forbesii,Synonym,Selago canescens L.f.,Indigenous
Campanulaceae,Wahlenbergia,pulvillus-gigantis,Accepted,,Indigenous
Fabaceae,Acacia,nilotica,Synonym,Vachellia nilotica (L.) P.J.H.Hurter & Mabb. subsp. kraussiana (Benth.) Kyal. & Boatwr.,Indigenous
Campanulaceae,Lightfootia,unidentata,Synonym,Wahlenbergia unidentata (L.f.) Lammers,Indigenous; Endemic
Dryopteridaceae,Cyrtomium,pseudocaryotideum,Accepted,,Indigenous; Endemic
Cyperaceae,Bulbostylis,parva,Synonym,Bulbostylis pusilla (Hochst. ex A.Rich.) C.B.Clarke,
Proteaceae,Serruria,phylicoides,Accepted,,Indigenous; Endemic
Asteraceae,Eriocephalus,grandiflorus,Accepted,,Indigenous; Endemic
Nephrolepidaceae,Nephrolepis,biserrata,Accepted,,Indigenous
Anacardiaceae,Anacardium,occidentale,Accepted,,Not indigenous; Naturalised
Scrophulariaceae,Selago,linearis,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,swanepoelianum,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,pumila,Synonym,Antimima pumila (Fedde & C.Schust.) H.E.K.Hartmann,Present
Aizoaceae,Conophytum,truncatum,Inclusive,,Indigenous; Endemic
Cactaceae,Opuntia,stricta,Inclusive,,Not indigenous; Naturalised; Invasive
Restionaceae,Restio,pulvinatus,Accepted,,Indigenous; Endemic
Colchicaceae,Baeometra,uniflora,Accepted,,Indigenous; Endemic
Fabaceae,Lessertia,phillipsiana,Accepted,,Indigenous; Endemic
Caryophyllaceae,Polycarpaea,corymbosa,Inclusive,,Not indigenous; Naturalised
Arecaceae,Hyphaene,coriacea,Accepted,,Indigenous
Fabaceae,Hypocalyptus,sericeus,Synonym,Podalyria leipoldtii L.Bolus ex A.L.Schutte,Indigenous
Scrophulariaceae,Pseudoselago,candida,Accepted,,Indigenous; Endemic
Euphorbiaceae,Jatropha,zeyheri,Synonym,Jatropha zeyheri Sond.,Indigenous
Asteraceae,Troglophyton,elsiae,Accepted,,Indigenous; Endemic
Asteraceae,Euryops,marlothii,Accepted,,Indigenous; Endemic
Thymelaeaceae,Lachnaea,diosmoides,Accepted,,Indigenous; Endemic
Hyacinthaceae,Ornithogalum,albanense,Synonym,Albuca longifolia Baker,Indigenous; Endemic
Asparagaceae,Protasparagus,filicladus,Synonym,Asparagus filicladus (Oberm.) Fellingham & N.L.Mey.,Present
Asparagaceae,Myrsiphyllum,asparagoides,Synonym,Asparagus asparagoides (L.) W.Wight,Present
Polygalaceae,Polygala,dasyphylla,Accepted,,Indigenous; Endemic
Poaceae,Loudetia,pedicellata,Accepted,,Indigenous; Endemic
Amaranthaceae,Einadia,nutans,Inclusive,,Not indigenous; Naturalised
Asphodelaceae,Haworthia,mcmurtryi,Synonym,Haworthiopsis koelmaniorum (Oberm. & D.S.Hardy) Boatwr. & J.C.Manning var. mcmurtryi (C.L.Scott) Gil,Indigenous; Endemic
Fabaceae,Otoptera,sp.,Genus level,,
Iridaceae,Watsonia,stokoei,Accepted,,Indigenous; Endemic
Celastraceae,Mystroxylon,aethiopicum,Inclusive,,Indigenous
Aizoaceae,Ruschia,subaphylla,Synonym,Ruschia abbreviata L.Bolus,Indigenous
Aizoaceae,Mesembryanthemum,clavifolium,Synonym,Jordaaniella clavifolia (L.Bolus) H.E.K.Hartmann,Indigenous
Asteraceae,Senecio,elegans,Synonym,Senecio elegans L.,
Hymenophyllaceae,Polyphlebium,sp.,Genus level,,
Scrophulariaceae,Walafrida,macowani,Synonym,Selago decipiens E.Mey.,Indigenous
Lycopodiaceae,Lepidotis,clavata,Synonym,Lycopodium clavatum L.,
Asteraceae,Dimorphotheca,dregei,Accepted,,Indigenous; Endemic
Apiaceae,Peucedanum,capense,Synonym,Notobubon laevigatum (Aiton) Magee,Indigenous
Scrophulariaceae,Jamesbrittenia,aspalathoides,Accepted,,Indigenous; Endemic
Hyacinthaceae,Ornithogalum,otavense,Synonym,Albuca virens (Ker Gawl.) J.C.Manning & Goldblatt,
Anacampserotaceae,Anacampseros,affinis,Synonym,Anacampseros lanceolata (Haw.) Sweet,Indigenous; Endemic
Ebenaceae,Euclea,myrtina,Synonym,Euclea undulata Thunb.,Present
Cyperaceae,Cyperus,zollingeri,Accepted,,Indigenous
Asteraceae,Euryops,microphyllus,Accepted,,Indigenous; Endemic
Iridaceae,Ixia,contorta,Accepted,,Indigenous; Endemic
Asteraceae,Cullumia,pectinata,Accepted,,Indigenous; Endemic
Proteaceae,Protea,tenax,Synonym,Protea foliosa Rourke,Indigenous
Hernandiaceae,Gyrocarpus,americanus,Inclusive,,Indigenous
Aizoaceae,Mesembryanthemum,neofoliosum,Accepted,,Indigenous; Endemic
Oxalidaceae,Oxalis,magnifolia,Accepted,,Indigenous; Endemic
Poaceae,Digitaria,setifolia,Accepted,,Indigenous
Polygalaceae,Muraltia,satureioides,Inclusive,,Indigenous; Endemic
Rutaceae,Hartogia,bisulca,Synonym,Agathosma bisulca (Thunb.) Bartl. & H.L.Wendl.,Indigenous
Cupressaceae,Callitris,schwarzii,Synonym,Widdringtonia schwarzii (Marloth) Mast.,Indigenous; Endemic
Fabaceae,Nesphostylis,junodii,Accepted,,Indigenous
Acanthaceae,Adhatoda,variegata,Synonym,Justicia betonica L.,Indigenous
Lamiaceae,Becium,coddii,Synonym,Ocimum coddii (S.D.Will. & K.Balkwill) A.J.Paton,Indigenous
Aizoaceae,Lampranthus,middlemostii,Accepted,,Indigenous; Endemic
Pteridaceae,Cheilanthes,deltoidea,Accepted,,Indigenous
Oleaceae,Jasminum,abyssinicum,Accepted,,Indigenous
Apocynaceae,Arduina,tetramera,Synonym,Carissa tetramera (Sacleux) Stapf,Indigenous
Asphodelaceae,Aloe,fasciata,Synonym,Haworthiopsis fasciata (Willd.) G.D.Rowley var. fasciata,Indigenous
Orchidaceae,Eulophia,ovalis,Accepted,,Indigenous
Aizoaceae,Antimima,komkansica,Accepted,,Indigenous; Endemic
Poaceae,Panicum,setinsigne,Synonym,Melinis repens (Willd.) Zizka subsp. grandiflora (Hochst.) Zizka,Present
Asteraceae,Brachylaena,elliptica,Accepted,,Indigenous; Endemic
Poaceae,Pentameris,tomentella,Accepted,,Indigenous
Apocynaceae,Brachystelma,dimorphum,Synonym,Ceropegia differens Bruyns,Indigenous
Thymelaeaceae,Lasiosiphon,similis,Accepted,,Indigenous
Aizoaceae,Mesembryanthemum,digitiforme,Synonym,Mesembryanthemum digitatum Aiton subsp. digitatum,Present
Scrophulariaceae,Manulea,adenocalyx,Accepted,,Indigenous; Endemic
Iridaceae,Babiana,angustifolia,Accepted,,Indigenous; Endemic
Caryophyllaceae,Arenaria,sp.,Genus level,,
Acanthaceae,Gendarussa,leptantha,Synonym,Justicia tubulosa (E.Mey. ex Nees) T.Anderson subsp. tubulosa,Indigenous
Euphorbiaceae,Euphorbia,fusca,Synonym,Euphorbia crassipes Marloth,Indigenous
Campanulaceae,Craterocapsa,montana,Accepted,,Indigenous
Salicaceae,Salix,mucronata,Synonym,Salix mucronata Thunb. subsp. woodii (Seemen) Immelman,Present
Asphodelaceae,Aloe,saundersiae,Accepted,,Indigenous; Endemic
Fabaceae,Crotalaria,damarensis,Accepted,,Indigenous
Rhamnaceae,Phylica,glabrata,Accepted,,Indigenous; Endemic
Hyacinthaceae,Lachenalia,orchioides,Accepted,,Indigenous; Endemic
Amaranthaceae,Chenopodium,opulifolium,Synonym,Chenopodium hederiforme (Murr) Aellen var. dentatum Aellen,
Myrtaceae,Leptospermum,laevigatum,Accepted,,Not indigenous; Naturalised; Invasive
Asteraceae,Pteronia,camphorata,Synonym,"Pteronia cederbergensis A.Bello, Magee & Boatwr.",Indigenous; Endemic
Iridaceae,Sparaxis,villosa,Accepted,,Indigenous; Endemic
Acanthaceae,Dicliptera,swynnertonii,Accepted,,Indigenous
Fabaceae,Acacia,hebeclada,Synonym,Vachellia hebeclada (DC.) Kyal. & Boatwr.,Indigenous
Cyperaceae,Cyperus,assimilis,Accepted,,Indigenous
Cyperaceae,Tetraria,cuspidata,Synonym,Schoenus cuspidatus Rottb.,Indigenous
Scrophulariaceae,Sutera,macleana,Synonym,Chaenostoma floribundum Benth.,Indigenous
Asphodelaceae,Aloe,thompsoniae,Accepted,,Indigenous; Endemic
Aizoaceae,Glottiphyllum,muirii,Synonym,Glottiphyllum depressum (Haw.) N.E.Br.,Indigenous
Lycopodiaceae,Lycopodium,sarcocaulon,Synonym,Pseudolycopodiella sarcocaulon (A.Braun & Welw. ex Kuhn) Holub,Indigenous
Asteraceae,Inula,paniculata,Accepted,,Indigenous
Scrophulariaceae,Freylinia,tropica,Accepted,,Indigenous
Molluginaceae,Pharnaceum,confertum,Accepted,,Indigenous
Asparagaceae,Asparagus,confertus,Accepted,,Indigenous; Endemic
Geraniaceae,Erodium,moschatum,Accepted,,Not indigenous; Naturalised; Invasive
Aizoaceae,Esterhuysenia,lucilleae,Synonym,Roosia lucilleae (Van Jaarsv.) Van Jaarsv.,Indigenous; Endemic
Iridaceae,Bobartia,indica,Accepted,,Indigenous; Endemic
Anacampserotaceae,Anacampseros,scopata,Accepted,,Indigenous; Endemic
Gesneriaceae,Streptocarpus,parviflorus,Accepted,,Indigenous; Endemic
Asteraceae,Cineraria,pedunculosa,Synonym,Bolandia pedunculosa (DC.) Cron,Indigenous; Endemic
Rubiaceae,Nenax,coronata,Accepted,,Indigenous; Endemic
Aizoaceae,Corpuscularia,angustifolia,Accepted,,Indigenous; Endemic
Hyacinthaceae,Schizobasis,flagelliformis,Synonym,Eriospermum abyssinicum Baker,
Proteaceae,Paranomus,lagopus,Accepted,,Indigenous; Endemic
Aizoaceae,Malephora,herrei,Accepted,,Indigenous; Endemic
Asteraceae,Chrysocoma,schlechteri,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,bilobum,Accepted,,Indigenous; Endemic
Ericaceae,Grisebachia,parviflora,Synonym,Erica eremioides (MacOwan) E.G.H.Oliv. subsp. eglandula (N.E.Br.) E.G.H.Oliv.,Indigenous
Iridaceae,Ixia,fucata,Accepted,,Indigenous; Endemic
Amaranthaceae,Amaranthus,deflexus,Accepted,,Not indigenous; Naturalised
Asphodelaceae,Trachyandra,thyrsoidea,Accepted,,Indigenous; Endemic
Aizoaceae,Carpobrotus,mellei,Accepted,,Indigenous; Endemic
Aizoaceae,Aloinopsis,schooneesii,Accepted,,Indigenous; Endemic
Lophocoleaceae,Clasmatocolea,vermicularis,Accepted,,Indigenous
Loranthaceae,Plicosepalus,undulatus,Accepted,,Indigenous
Iridaceae,Romulea,malaniae,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,costata,Accepted,,Indigenous; Endemic
Iridaceae,Gladiolus,pritzelii,Synonym,Gladiolus sufflavus (G.J.Lewis) Goldblatt & J.C.Manning,Present
